primary_label_id,auto_label_v2,n_tasks,n_occupations,salience_weighted_n,mean_importance,n_soft_assigned_noise,share_of_frozen_label
analyze_data_for_decisions,Advance sustainability programs,118,46,59.0,3.551891891891892,29,0.14285714285714285
analyze_data_for_decisions,Analyze market trends,88,45,44.0,3.8947222222222226,27,0.10653753026634383
analyze_data_for_decisions,Analyze data and risk,59,34,29.5,3.9040384615384616,18,0.07142857142857142
analyze_data_for_decisions,Collect and test samples,49,28,24.5,3.9112244897959183,3,0.059322033898305086
analyze_data_for_decisions,Map spatial data,44,17,22.0,3.795121951219512,1,0.053268765133171914
analyze_data_for_decisions,Estimate project costs,40,33,20.0,3.786388888888889,7,0.048426150121065374
analyze_data_for_decisions,Develop products and services,32,25,16.0,3.5933333333333333,24,0.0387409200968523
analyze_data_for_decisions,Improve quality systems,26,23,13.0,3.876153846153846,20,0.031476997578692496
analyze_data_for_decisions,Prepare performance reports,23,21,11.5,4.083636363636364,21,0.02784503631961259
analyze_data_for_decisions,Optimize material flow,22,7,11.0,3.93,4,0.026634382566585957
analyze_data_for_decisions,Improve energy efficiency,15,8,7.5,3.5453333333333332,1,0.018159806295399514
analyze_data_for_decisions,Plan transportation systems,15,5,7.5,3.7053333333333334,1,0.018159806295399514
analyze_data_for_decisions,Manage security operations,14,11,7.0,3.9436363636363634,4,0.01694915254237288
analyze_data_for_decisions,Design control systems,13,13,6.5,3.69,11,0.015738498789346248
analyze_data_for_decisions,Manage budgets,13,11,6.5,3.8592307692307695,9,0.015738498789346248
analyze_data_for_decisions,Ensure regulatory compliance,12,11,6.0,3.8533333333333335,9,0.014527845036319613
analyze_data_for_decisions,Create technical drawings,11,9,5.5,3.7063636363636365,11,0.013317191283292978
analyze_data_for_decisions,Investigate theft and fraud,11,5,5.5,4.031818181818182,0,0.013317191283292978
analyze_data_for_decisions,Plan promotional campaigns,11,9,5.5,3.5877777777777777,9,0.013317191283292978
analyze_data_for_decisions,Stay informed,11,11,5.5,3.9372727272727275,0,0.013317191283292978
analyze_data_for_decisions,Appraise property value,10,4,5.0,3.886,1,0.012106537530266344
analyze_data_for_decisions,Manage databases,10,8,5.0,4.002222222222222,10,0.012106537530266344
analyze_data_for_decisions,Resolve customer complaints,10,9,5.0,3.7588888888888885,10,0.012106537530266344
analyze_data_for_decisions,Optimize digital presence,9,4,4.5,4.0337499999999995,4,0.010895883777239709
analyze_data_for_decisions,Produce media content,9,4,4.5,4.234444444444445,1,0.010895883777239709
analyze_data_for_decisions,Curate collections,8,4,4.0,3.6075,6,0.009685230024213076
analyze_data_for_decisions,Develop clean energy tech,8,4,4.0,3.6775,2,0.009685230024213076
analyze_data_for_decisions,Diagnose patient conditions,8,8,4.0,4.293333333333334,5,0.009685230024213076
analyze_data_for_decisions,Evaluate treatment progress,8,7,4.0,3.9799999999999995,8,0.009685230024213076
analyze_data_for_decisions,Conduct hearings and investigations,7,4,3.5,4.167142857142857,0,0.00847457627118644
analyze_data_for_decisions,Design renewable systems,7,4,3.5,3.8314285714285714,3,0.00847457627118644
analyze_data_for_decisions,Plan emergency response,7,5,3.5,3.8685714285714283,1,0.00847457627118644
analyze_data_for_decisions,Test equipment performance,7,7,3.5,3.8983333333333334,7,0.00847457627118644
analyze_data_for_decisions,Direct personnel functions,5,4,2.5,4.072,1,0.006053268765133172
analyze_data_for_decisions,Monitor operational compliance,5,5,2.5,3.9933333333333336,4,0.006053268765133172
analyze_data_for_decisions,Process insurance claims,5,4,2.5,3.8899999999999997,2,0.006053268765133172
analyze_data_for_decisions,Teach courses,5,3,2.5,4.08,5,0.006053268765133172
analyze_data_for_decisions,Conduct research,4,4,2.0,3.4800000000000004,0,0.004842615012106538
analyze_data_for_decisions,Develop nanoscale systems,4,2,2.0,3.4225,1,0.004842615012106538
analyze_data_for_decisions,Direct performance routines,4,4,2.0,3.485,0,0.004842615012106538
analyze_data_for_decisions,Negotiate contracts,4,4,2.0,4.0275,2,0.004842615012106538
analyze_data_for_decisions,Preserve forensic evidence,4,3,2.0,4.1025,0,0.004842615012106538
analyze_data_for_decisions,Run biofuel operations,4,3,2.0,3.7325,1,0.004842615012106538
analyze_data_for_decisions,Coach performance,3,3,1.5,3.9066666666666663,1,0.0036319612590799033
analyze_data_for_decisions,Coordinate technical operations,3,2,1.5,4.456666666666667,0,0.0036319612590799033
analyze_data_for_decisions,Deliver health programs,3,3,1.5,3.9299999999999997,1,0.0036319612590799033
analyze_data_for_decisions,Maintain wind operations,3,2,1.5,3.14,0,0.0036319612590799033
